year,CTYNAME,month,type,amount
2006,Philippines,12,2,614.357705
2007,Philippines,12,2,660.19974
2008,Philippines,12,2,480.629922
2009,Philippines,12,2,536.44519
2010,Philippines,12,2,666.37401
2011,Philippines,12,2,644.353046
2012,Philippines,12,2,599.7681
2013,Philippines,12,2,0
1985,Macau,12,2,0
1986,Macau,12,2,0.1
1987,Macau,12,2,1
1988,Macau,12,2,0.5
1989,Macau,12,2,0.3
1990,Macau,12,2,0.3
1991,Macau,12,2,0.6
1992,Macau,12,2,3.9
1993,Macau,12,2,1.8
1994,Macau,12,2,1.6
1995,Macau,12,2,2.6
1996,Macau,12,2,2.8
1997,Macau,12,2,4.2
1998,Macau,12,2,3.7
1999,Macau,12,2,3.2
2000,Macau,12,2,10.1
2001,Macau,12,2,6
2002,Macau,12,2,4.8
2003,Macau,12,2,4.067322
2004,Macau,12,2,7.812212
2005,Macau,12,2,8.72402
2006,Macau,12,2,21.907643
2007,Macau,12,2,13.88227
2008,Macau,12,2,19.672524
2009,Macau,12,2,17.152083
2010,Macau,12,2,25.056564
2011,Macau,12,2,23.497978
2012,Macau,12,2,30.143197
2013,Macau,12,2,0
1992,Bhutan,12,2,0.1
1993,Bhutan,12,2,0
1994,Bhutan,12,2,0
1995,Bhutan,12,2,0
1996,Bhutan,12,2,0
1997,Bhutan,12,2,0.1
1998,Bhutan,12,2,0.1
1999,Bhutan,12,2,0
2000,Bhutan,12,2,0.1
2001,Bhutan,12,2,0.1
2002,Bhutan,12,2,0
2003,Bhutan,12,2,0.072412
2004,Bhutan,12,2,0.238129
2005,Bhutan,12,2,0.08783
2006,Bhutan,12,2,0.242356
2007,Bhutan,12,2,0.058205
2008,Bhutan,12,2,0.05212
2009,Bhutan,12,2,0.39729
2010,Bhutan,12,2,0.181997
2011,Bhutan,12,2,0.195004
2012,Bhutan,12,2,0.032294
2013,Bhutan,12,2,0
1992,Maldives,12,2,0.3
1993,Maldives,12,2,0.1
1994,Maldives,12,2,0.3
1995,Maldives,12,2,0.1
1996,Maldives,12,2,0.1
1997,Maldives,12,2,2.2
1998,Maldives,12,2,0.3
1999,Maldives,12,2,1.5
2000,Maldives,12,2,0.6
2001,Maldives,12,2,0.3
2002,Maldives,12,2,0.2
2003,Maldives,12,2,0.429111
2004,Maldives,12,2,0.383511
2005,Maldives,12,2,0.893557
2006,Maldives,12,2,1.994714
2007,Maldives,12,2,2.896702
2008,Maldives,12,2,0.829978
2009,Maldives,12,2,1.995043
2010,Maldives,12,2,2.618741
2011,Maldives,12,2,16.917632
2012,Maldives,12,2,1.715139
2013,Maldives,12,2,0
1985,China,12,2,462
1986,China,12,2,259
1987,China,12,2,396.5
1988,China,12,2,533.9
1989,China,12,2,424.4
1990,China,12,2,373.2
1991,China,12,2,579
1992,China,12,2,881.7
1993,China,12,2,1047.5
1994,China,12,2,798
1995,China,12,2,1130.3
1996,China,12,2,1285.7
1997,China,12,2,1232.7
1998,China,12,2,1379.7
1999,China,12,2,1093.9
2000,China,12,2,1586.7
2001,China,12,2,1901.2
2002,China,12,2,2049.1
2003,China,12,2,3309.609238
2004,China,12,2,3234.802826
2005,China,12,2,4169.750104
2006,China,12,2,5015.788165
2007,China,12,2,6548.881175
2008,China,12,2,5110.706195
2009,China,12,2,8324.982797
2010,China,12,2,10125.55462
2011,China,12,2,9748.612314
2012,China,12,2,10310.83176
2013,China,12,2,0
1992,Mongolia,12,2,1.6
1993,Mongolia,12,2,0.1
1994,Mongolia,12,2,0.3
1995,Mongolia,12,2,1.4
1996,Mongolia,12,2,0.2
1997,Mongolia,12,2,1.3
1998,Mongolia,12,2,0.9
1999,Mongolia,12,2,0.4
2000,Mongolia,12,2,0.6
2001,Mongolia,12,2,0.4
2002,Mongolia,12,2,0.4
2003,Mongolia,12,2,0.371175
2004,Mongolia,12,2,1.014687
2005,Mongolia,12,2,6.086218
2006,Mongolia,12,2,1.790694
2007,Mongolia,12,2,2.270135
2008,Mongolia,12,2,7.577482
2009,Mongolia,12,2,2.264564
2010,Mongolia,12,2,23.020138
2011,Mongolia,12,2,19.513836
2012,Mongolia,12,2,53.223534
2013,Mongolia,12,2,0
1992,Korea, North,12,2,0
1993,Korea, North,12,2,0
1994,Korea, North,12,2,0
1995,Korea, North,12,2,0.1
1996,Korea, North,12,2,0
1997,Korea, North,12,2,0
1998,Korea, North,12,2,0
1999,Korea, North,12,2,7.7
2000,Korea, North,12,2,0
2001,Korea, North,12,2,0.5
2002,Korea, North,12,2,1.1
2003,Korea, North,12,2,0
2004,Korea, North,12,2,2.754089
2005,Korea, North,12,2,0
2006,Korea, North,12,2,0
2007,Korea, North,12,2,0
2008,Korea, North,12,2,10.285282
2009,Korea, North,12,2,0
2010,Korea, North,12,2,0.012706
2011,Korea, North,12,2,3.141366
2012,Korea, North,12,2,0.101472
2013,Korea, North,12,2,0
1985,Korea, South,12,2,433.9
1986,Korea, South,12,2,589.7
1987,Korea, South,12,2,855.6
1988,Korea, South,12,2,1156.5
1989,Korea, South,12,2,1129.6
1990,Korea, South,12,2,1176.5
1991,Korea, South,12,2,1324.6
1992,Korea, South,12,2,1219.9
1993,Korea, South,12,2,1412.9
1994,Korea, South,12,2,1896.6
1995,Korea, South,12,2,2398.9
1996,Korea, South,12,2,2476.4
1997,Korea, South,12,2,1633.5
1998,Korea, South,12,2,2383.4
1999,Korea, South,12,2,2300.7
2000,Korea, South,12,2,2147.2
2001,Korea, South,12,2,1775.8
2002,Korea, South,12,2,2044.2
2003,Korea, South,12,2,2139.054533
2004,Korea, South,12,2,2420.660055
2005,Korea, South,12,2,2627.649063
2006,Korea, South,12,2,2955.622445
2007,Korea, South,12,2,3057.399564
2008,Korea, South,12,2,1861.267811
2009,Korea, South,12,2,2813.977994
2010,Korea, South,12,2,3457.588523
2011,Korea, South,12,2,3910.414482
2012,Korea, South,12,2,3453.425683
2013,Korea, South,12,2,0
1985,Hong Kong,12,2,194.7
1986,Hong Kong,12,2,240.8
1987,Hong Kong,12,2,371.2
1988,Hong Kong,12,2,526.9
1989,Hong Kong,12,2,496.6
1990,Hong Kong,12,2,539
1991,Hong Kong,12,2,678.8
1992,Hong Kong,12,2,890.9
1993,Hong Kong,12,2,941.1
1994,Hong Kong,12,2,999.1
1995,Hong Kong,12,2,1180.8
1996,Hong Kong,12,2,1257.4
1997,Hong Kong,12,2,1309.8
1998,Hong Kong,12,2,1108.4
1999,Hong Kong,12,2,1193
2000,Hong Kong,12,2,1425.9
2001,Hong Kong,12,2,1097.8
2002,Hong Kong,12,2,1054.7
2003,Hong Kong,12,2,1318.298416
2004,Hong Kong,12,2,1439.53454
2005,Hong Kong,12,2,1424.821822
2006,Hong Kong,12,2,1659.748688
2007,Hong Kong,12,2,1706.541316
2008,Hong Kong,12,2,1381.69613
2009,Hong Kong,12,2,2329.066396
2010,Hong Kong,12,2,2591.4531
2011,Hong Kong,12,2,2808.06034
2012,Hong Kong,12,2,4412.078697
2013,Hong Kong,12,2,0
1985,Taiwan,12,2,498.1
1986,Taiwan,12,2,613.6
1987,Taiwan,12,2,1064.3
1988,Taiwan,12,2,924.3
1989,Taiwan,12,2,1091.4
1990,Taiwan,12,2,987.9
1991,Taiwan,12,2,1230
1992,Taiwan,12,2,1417.6
1993,Taiwan,12,2,1499.7
1994,Taiwan,12,2,1639
1995,Taiwan,12,2,1702.1
1996,Taiwan,12,2,1820.9
1997,Taiwan,12,2,2193.4
1998,Taiwan,12,2,1682.9
1999,Taiwan,12,2,2025.1
2000,Taiwan,12,2,1910.7
2001,Taiwan,12,2,1338.5
2002,Taiwan,12,2,1425
2003,Taiwan,12,2,1961.549342
2004,Taiwan,12,2,2204.975535
2005,Taiwan,12,2,1895.421539
2006,Taiwan,12,2,2072.543395
2007,Taiwan,12,2,2672.142232
2008,Taiwan,12,2,1288.177346
2009,Taiwan,12,2,2066.060226
2010,Taiwan,12,2,2599.918264
2011,Taiwan,12,2,2277.914499
2012,Taiwan,12,2,2149.998763
2013,Taiwan,12,2,0
1985,Japan,12,2,1760.8
1986,Japan,12,2,2304.9
1987,Japan,12,2,3001.3
1988,Japan,12,2,3315.6
1989,Japan,12,2,3904.1
1990,Japan,12,2,4310.4
1991,Japan,12,2,3552.5
1992,Japan,12,2,3982.9
1993,Japan,12,2,4256.6
1994,Japan,12,2,4662.6
1995,Japan,12,2,5873.3
1996,Japan,12,2,5397.5
1997,Japan,12,2,5215.7
1998,Japan,12,2,4655.5
1999,Japan,12,2,5059
2000,Japan,12,2,5824
2001,Japan,12,2,4295.6
2002,Japan,12,2,4081.9
2003,Japan,12,2,4475.377949
2004,Japan,12,2,4448.432157
2005,Japan,12,2,4904.042844
2006,Japan,12,2,4917.34811
2007,Japan,12,2,5202.605983
2008,Japan,12,2,4492.470169
2009,Japan,12,2,4928.307586
2010,Japan,12,2,5498.538538
2011,Japan,12,2,5418.291877
2012,Japan,12,2,6021.028875
2013,Japan,12,2,0
1985,Australia,12,2,430.9
1986,Australia,12,2,441.2
1987,Australia,12,2,460
1988,Australia,12,2,813.5
1989,Australia,12,2,625.7
1990,Australia,12,2,934.6
1991,Australia,12,2,676.1
1992,Australia,12,2,982.7
1993,Australia,12,2,739.5
1994,Australia,12,2,901.3
1995,Australia,12,2,904.4
1996,Australia,12,2,943.3
1997,Australia,12,2,968.4
1998,Australia,12,2,907.1
1999,Australia,12,2,991.1
2000,Australia,12,2,1024.6
2001,Australia,12,2,995.7
2002,Australia,12,2,1290.9
2003,Australia,12,2,1090.441696
2004,Australia,12,2,1218.983998
2005,Australia,12,2,1344.240041
2006,Australia,12,2,1542.053447
2007,Australia,12,2,1737.282503
2008,Australia,12,2,1461.909579
2009,Australia,12,2,1909.228221
2010,Australia,12,2,1875.458708
2011,Australia,12,2,2648.805796
2012,Australia,12,2,2501.590332
2013,Australia,12,2,0
1992,Norfolk 1sland,12,2,0.1
1993,Norfolk 1sland,12,2,0.1
1994,Norfolk 1sland,12,2,0.1
1995,Norfolk 1sland,12,2,0.2
1996,Norfolk 1sland,12,2,0
1997,Norfolk 1sland,12,2,0.6
1998,Norfolk 1sland,12,2,0.1
1999,Norfolk 1sland,12,2,0.1
2000,Norfolk 1sland,12,2,0
2001,Norfolk 1sland,12,2,0
2002,Norfolk 1sland,12,2,0
2003,Norfolk 1sland,12,2,0
2004,Norfolk 1sland,12,2,0.076203
2005,Norfolk 1sland,12,2,0.037877
2006,Norfolk 1sland,12,2,0.366708
2007,Norfolk 1sland,12,2,0.22518
2008,Norfolk 1sland,12,2,0.120541
2009,Norfolk 1sland,12,2,0.12723
2010,Norfolk 1sland,12,2,0.021972
2011,Norfolk 1sland,12,2,0.540726
2012,Norfolk 1sland,12,2,0
2013,Norfolk 1sland,12,2,0
1992,Cocos (Keeling) 1slands,12,2,0
1993,Cocos (Keeling) 1slands,12,2,0
1994,Cocos (Keeling) 1slands,12,2,6.5
1995,Cocos (Keeling) 1slands,12,2,0
1996,Cocos (Keeling) 1slands,12,2,0
1997,Cocos (Keeling) 1slands,12,2,0.1
1998,Cocos (Keeling) 1slands,12,2,0.1
1999,Cocos (Keeling) 1slands,12,2,0
2000,Cocos (Keeling) 1slands,12,2,0.2
2001,Cocos (Keeling) 1slands,12,2,0.1
2002,Cocos (Keeling) 1slands,12,2,0
2003,Cocos (Keeling) 1slands,12,2,0.092356
2004,Cocos (Keeling) 1slands,12,2,0.026378
2005,Cocos (Keeling) 1slands,12,2,0.025849
2006,Cocos (Keeling) 1slands,12,2,0.004166
2007,Cocos (Keeling) 1slands,12,2,0.007411
2008,Cocos (Keeling) 1slands,12,2,0.007463
2009,Cocos (Keeling) 1slands,12,2,0.312727
2010,Cocos (Keeling) 1slands,12,2,0.015242
2011,Cocos (Keeling) 1slands,12,2,0
2012,Cocos (Keeling) 1slands,12,2,0.013482
2013,Cocos (Keeling) 1slands,12,2,0
1992,Christmas 1sland,12,2,0
1993,Christmas 1sland,12,2,0
1994,Christmas 1sland,12,2,0.3
1995,Christmas 1sland,12,2,0.1
1996,Christmas 1sland,12,2,0
1997,Christmas 1sland,12,2,0.1
1998,Christmas 1sland,12,2,0
1999,Christmas 1sland,12,2,0
2000,Christmas 1sland,12,2,0.7
2001,Christmas 1sland,12,2,0
2002,Christmas 1sland,12,2,0
2003,Christmas 1sland,12,2,0.042013
2004,Christmas 1sland,12,2,0.117955
2005,Christmas 1sland,12,2,0.046716
2006,Christmas 1sland,12,2,0.129657
2007,Christmas 1sland,12,2,0.108396
2008,Christmas 1sland,12,2,0.028919
2009,Christmas 1sland,12,2,0.037448
2010,Christmas 1sland,12,2,0.181693
2011,Christmas 1sland,12,2,0.076885
2012,Christmas 1sland,12,2,0.123304
2013,Christmas 1sland,12,2,0
1992,Heard and McDonald 1slands,12,2,0
1993,Heard and McDonald 1slands,12,2,0
1994,Heard and McDonald 1slands,12,2,0
1995,Heard and McDonald 1slands,12,2,0
1996,Heard and McDonald 1slands,12,2,0
1998,Heard and McDonald 1slands,12,2,0
1999,Heard and McDonald 1slands,12,2,0
2000,Heard and McDonald 1slands,12,2,0
2001,Heard and McDonald 1slands,12,2,0
2002,Heard and McDonald 1slands,12,2,0
2003,Heard and McDonald 1slands,12,2,0.000275
2004,Heard and McDonald 1slands,12,2,0.120434
2005,Heard and McDonald 1slands,12,2,0
2006,Heard and McDonald 1slands,12,2,0.114676
2007,Heard and McDonald 1slands,12,2,0.131083
2008,Heard and McDonald 1slands,12,2,0.020002
2009,Heard and McDonald 1slands,12,2,0.082504
2010,Heard and McDonald 1slands,12,2,0
2011,Heard and McDonald 1slands,12,2,0.013679
2012,Heard and McDonald 1slands,12,2,0.02
2013,Heard and McDonald 1slands,12,2,0
1992,Papua New Guinea,12,2,2.5
1993,Papua New Guinea,12,2,3
1994,Papua New Guinea,12,2,3.1
1995,Papua New Guinea,12,2,4.7
1996,Papua New Guinea,12,2,6.5
1997,Papua New Guinea,12,2,6.5
1998,Papua New Guinea,12,2,3.1
1999,Papua New Guinea,12,2,3.4
2000,Papua New Guinea,12,2,1.2
2001,Papua New Guinea,12,2,1.7
2002,Papua New Guinea,12,2,2.5
2003,Papua New Guinea,12,2,3.454462
2004,Papua New Guinea,12,2,3.570789
2005,Papua New Guinea,12,2,5.822144
2006,Papua New Guinea,12,2,5.171873
2007,Papua New Guinea,12,2,3.051345
2008,Papua New Guinea,12,2,11.311653
2009,Papua New Guinea,12,2,8.491873
2010,Papua New Guinea,12,2,9.812676
2011,Papua New Guinea,12,2,9.750149
2012,Papua New Guinea,12,2,15.690585
2013,Papua New Guinea,12,2,0
1985,New Zealand,12,2,45.6
1986,New Zealand,12,2,49.2
1987,New Zealand,12,2,62.6
1988,New Zealand,12,2,78
1989,New Zealand,12,2,204.1
1990,New Zealand,12,2,96.9
1991,New Zealand,12,2,76.2
1992,New Zealand,12,2,99.4
1993,New Zealand,12,2,108.3
1994,New Zealand,12,2,110.2
1995,New Zealand,12,2,135.3
1996,New Zealand,12,2,132
1997,New Zealand,12,2,138.5
1998,New Zealand,12,2,136.7
1999,New Zealand,12,2,170.9
2000,New Zealand,12,2,153
2001,New Zealand,12,2,175.9
2002,New Zealand,12,2,153.8
2003,New Zealand,12,2,186.232252
2004,New Zealand,12,2,163.357891
2005,New Zealand,12,2,195.021046
2006,New Zealand,12,2,181.836445
2007,New Zealand,12,2,232.340532
2008,New Zealand,12,2,167.208955
2009,New Zealand,12,2,182.591436
2010,New Zealand,12,2,414.541698
2011,New Zealand,12,2,240.105044
2012,New Zealand,12,2,309.922787
2013,New Zealand,12,2,0
1992,Cook 1slands,12,2,0.2
1993,Cook 1slands,12,2,0.1
1994,Cook 1slands,12,2,0
1995,Cook 1slands,12,2,0.1
1996,Cook 1slands,12,2,0.2
1997,Cook 1slands,12,2,0.4
1998,Cook 1slands,12,2,0.1
1999,Cook 1slands,12,2,0
2000,Cook 1slands,12,2,0.1
2001,Cook 1slands,12,2,0
2002,Cook 1slands,12,2,0.1
2003,Cook 1slands,12,2,0.356823
2004,Cook 1slands,12,2,0.071888
2005,Cook 1slands,12,2,0.058239
2006,Cook 1slands,12,2,0.053061
2007,Cook 1slands,12,2,0.275939
2008,Cook 1slands,12,2,0.180489
2009,Cook 1slands,12,2,0.218254
2010,Cook 1slands,12,2,0.41092
2011,Cook 1slands,12,2,0.207957
2012,Cook 1slands,12,2,0.145744
2013,Cook 1slands,12,2,0
1992,Tokelau,12,2,0
1993,Tokelau,12,2,0
1994,Tokelau,12,2,0.1
1995,Tokelau,12,2,0
1996,Tokelau,12,2,0
1997,Tokelau,12,2,0
1998,Tokelau,12,2,0.2
1999,Tokelau,12,2,0.3
2000,Tokelau,12,2,1.2
2001,Tokelau,12,2,0.9
2002,Tokelau,12,2,0.9
2003,Tokelau,12,2,0.555545
2004,Tokelau,12,2,1.10835
2005,Tokelau,12,2,6.804783
2006,Tokelau,12,2,2.200646
2007,Tokelau,12,2,3.433409
2008,Tokelau,12,2,2.268254
2009,Tokelau,12,2,0.381533
2010,Tokelau,12,2,0.803376
2011,Tokelau,12,2,1.065664
2012,Tokelau,12,2,0
2013,Tokelau,12,2,0
1992,Niue,12,2,0
1993,Niue,12,2,0
1994,Niue,12,2,0.4
1995,Niue,12,2,2.6
1996,Niue,12,2,4
1997,Niue,12,2,4.8
1998,Niue,12,2,0
1999,Niue,12,2,0
2000,Niue,12,2,0
2001,Niue,12,2,0
2002,Niue,12,2,0
2003,Niue,12,2,0.001606
2004,Niue,12,2,0.143565
2005,Niue,12,2,0.157258
2006,Niue,12,2,0.44619
2007,Niue,12,2,0.015568
2008,Niue,12,2,0.02072
2009,Niue,12,2,0.478601
2010,Niue,12,2,0.00115
2011,Niue,12,2,0.020539
2012,Niue,12,2,0.509434
2013,Niue,12,2,0
1992,Samoa,12,2,0.8
1993,Samoa,12,2,0.7
1994,Samoa,12,2,0.5
1995,Samoa,12,2,0.5
1996,Samoa,12,2,1.5
1997,Samoa,12,2,0.9
1998,Samoa,12,2,0.8
1999,Samoa,12,2,2
2000,Samoa,12,2,0.9
2001,Samoa,12,2,1
2002,Samoa,12,2,0.7
2003,Samoa,12,2,1.933635
2004,Samoa,12,2,1.063781
2005,Samoa,12,2,0.905839
2006,Samoa,12,2,2.598058
2007,Samoa,12,2,0.830391
2008,Samoa,12,2,1.071471
2009,Samoa,12,2,1.335403
2010,Samoa,12,2,1.605047
2011,Samoa,12,2,2.308455
2012,Samoa,12,2,1.66389
2013,Samoa,12,2,0
1992,Solomon 1slands,12,2,0.2
1993,Solomon 1slands,12,2,0
1994,Solomon 1slands,12,2,0
1995,Solomon 1slands,12,2,0
1996,Solomon 1slands,12,2,0
1997,Solomon 1slands,12,2,0.2
1998,Solomon 1slands,12,2,0
1999,Solomon 1slands,12,2,0
2000,Solomon 1slands,12,2,0.6
2001,Solomon 1slands,12,2,0.2
2002,Solomon 1slands,12,2,0.2
2003,Solomon 1slands,12,2,0.306283
2004,Solomon 1slands,12,2,0.22398
2005,Solomon 1slands,12,2,0.561592
2006,Solomon 1slands,12,2,1.395964
2007,Solomon 1slands,12,2,0.418408
2008,Solomon 1slands,12,2,0.278238
2009,Solomon 1slands,12,2,0.371507
2010,Solomon 1slands,12,2,0.343367
2011,Solomon 1slands,12,2,0.33464
2012,Solomon 1slands,12,2,0.427943
2013,Solomon 1slands,12,2,0
1992,Vanuatu,12,2,0.1
1993,Vanuatu,12,2,0.1
1994,Vanuatu,12,2,0.1
1995,Vanuatu,12,2,0
1996,Vanuatu,12,2,0.1
1997,Vanuatu,12,2,0
1998,Vanuatu,12,2,0.1
1999,Vanuatu,12,2,0.1
2000,Vanuatu,12,2,0.2
2001,Vanuatu,12,2,0.1
2002,Vanuatu,12,2,0
2003,Vanuatu,12,2,0.057989
2004,Vanuatu,12,2,0.749816
2005,Vanuatu,12,2,0.774469
2006,Vanuatu,12,2,0.367967
2007,Vanuatu,12,2,0.427847
2008,Vanuatu,12,2,0.181925
2009,Vanuatu,12,2,0.555267
2010,Vanuatu,12,2,0.116883
2011,Vanuatu,12,2,0.737127
2012,Vanuatu,12,2,0.525809
2013,Vanuatu,12,2,0
1992,Pitcairn 1slands,12,2,0
1993,Pitcairn 1slands,12,2,0
1994,Pitcairn 1slands,12,2,0
1995,Pitcairn 1slands,12,2,0
1996,Pitcairn 1slands,12,2,0
1998,Pitcairn 1slands,12,2,0
1999,Pitcairn 1slands,12,2,0
2000,Pitcairn 1slands,12,2,0.2
2001,Pitcairn 1slands,12,2,0.2
2002,Pitcairn 1slands,12,2,0.4
2003,Pitcairn 1slands,12,2,0.313941
2004,Pitcairn 1slands,12,2,0.061061
2005,Pitcairn 1slands,12,2,0.006374
2006,Pitcairn 1slands,12,2,0.32153
2007,Pitcairn 1slands,12,2,0.265504
2008,Pitcairn 1slands,12,2,0
2009,Pitcairn 1slands,12,2,0
2010,Pitcairn 1slands,12,2,0
2011,Pitcairn 1slands,12,2,0.002673
2012,Pitcairn 1slands,12,2,0
2013,Pitcairn 1slands,12,2,0
1992,Kiribati,12,2,1.8
1993,Kiribati,12,2,2.4
1994,Kiribati,12,2,0.2
1995,Kiribati,12,2,0.2
1996,Kiribati,12,2,0.6
1997,Kiribati,12,2,0.3
1998,Kiribati,12,2,0.1
1999,Kiribati,12,2,0.8
2000,Kiribati,12,2,0.3
2001,Kiribati,12,2,0.3
2002,Kiribati,12,2,0.2
2003,Kiribati,12,2,0.085038
2004,Kiribati,12,2,0.181097
2005,Kiribati,12,2,0.047284
2006,Kiribati,12,2,0.128061
2007,Kiribati,12,2,0.057455
2008,Kiribati,12,2,0.13642
2009,Kiribati,12,2,0.033262
2010,Kiribati,12,2,0.068804
2011,Kiribati,12,2,0.24334
2012,Kiribati,12,2,0.051038
2013,Kiribati,12,2,0
1992,Tuvalu,12,2,0
1993,Tuvalu,12,2,0
1994,Tuvalu,12,2,0
1995,Tuvalu,12,2,0
1996,Tuvalu,12,2,0
1997,Tuvalu,12,2,0
1998,Tuvalu,12,2,0
2000,Tuvalu,12,2,0
2002,Tuvalu,12,2,0
2003,Tuvalu,12,2,0.002687
2004,Tuvalu,12,2,0
2005,Tuvalu,12,2,0.014852
2006,Tuvalu,12,2,0.004541
2007,Tuvalu,12,2,0
2008,Tuvalu,12,2,0.02262
2009,Tuvalu,12,2,0.001217
2010,Tuvalu,12,2,0.029326
2011,Tuvalu,12,2,0.267398
2012,Tuvalu,12,2,0.062822
2013,Tuvalu,12,2,0
1992,New Caledonia,12,2,8
1993,New Caledonia,12,2,1.8
1994,New Caledonia,12,2,1
1995,New Caledonia,12,2,1.8
1996,New Caledonia,12,2,2.1
1997,New Caledonia,12,2,2.4
1998,New Caledonia,12,2,1.5
1999,New Caledonia,12,2,1.1
2000,New Caledonia,12,2,1.8
2001,New Caledonia,12,2,1.6
2002,New Caledonia,12,2,3.7
2003,New Caledonia,12,2,3.304444
2004,New Caledonia,12,2,1.886315
2005,New Caledonia,12,2,3.795817
2006,New Caledonia,12,2,3.794547
2007,New Caledonia,12,2,8.544263
2008,New Caledonia,12,2,4.685277
2009,New Caledonia,12,2,6.94331
2010,New Caledonia,12,2,6.539848
2011,New Caledonia,12,2,12.474112
2012,New Caledonia,12,2,5.270538
2013,New Caledonia,12,2,0
1992,Wallis and Futuna,12,2,0
1993,Wallis and Futuna,12,2,0
1994,Wallis and Futuna,12,2,0
1995,Wallis and Futuna,12,2,0
1996,Wallis and Futuna,12,2,0
1998,Wallis and Futuna,12,2,0
1999,Wallis and Futuna,12,2,0
2000,Wallis and Futuna,12,2,0
2001,Wallis and Futuna,12,2,0
2002,Wallis and Futuna,12,2,0
2003,Wallis and Futuna,12,2,0.000438
2004,Wallis and Futuna,12,2,0.035967
2005,Wallis and Futuna,12,2,0
2006,Wallis and Futuna,12,2,0.028374
2007,Wallis and Futuna,12,2,0.01136
2008,Wallis and Futuna,12,2,0.095849
2009,Wallis and Futuna,12,2,0.044965
2010,Wallis and Futuna,12,2,0.023135
2011,Wallis and Futuna,12,2,0.023045
2012,Wallis and Futuna,12,2,0.073759
2013,Wallis and Futuna,12,2,0
1992,French Polynesia,12,2,8.2
1993,French Polynesia,12,2,9.6
1994,French Polynesia,12,2,6.8
1995,French Polynesia,12,2,6.6
1996,French Polynesia,12,2,7.4
1997,French Polynesia,12,2,7.4
1998,French Polynesia,12,2,7.5
1999,French Polynesia,12,2,9.7
2000,French Polynesia,12,2,6.4
2001,French Polynesia,12,2,6.1
2002,French Polynesia,12,2,5.2
2003,French Polynesia,12,2,6.517281
2004,French Polynesia,12,2,8.243594
2005,French Polynesia,12,2,8.157762
2006,French Polynesia,12,2,8.825096
2007,French Polynesia,12,2,17.411493
2008,French Polynesia,12,2,9.25796
2009,French Polynesia,12,2,9.026295
2010,French Polynesia,12,2,10.077315
2011,French Polynesia,12,2,9.570723
2012,French Polynesia,12,2,9.975092
2013,French Polynesia,12,2,0
1992,Marshall 1slands,12,2,2.7
1993,Marshall 1slands,12,2,3.3
1994,Marshall 1slands,12,2,2.8
1995,Marshall 1slands,12,2,3.6
1996,Marshall 1slands,12,2,0.7
1997,Marshall 1slands,12,2,1.7
1998,Marshall 1slands,12,2,3.8
1999,Marshall 1slands,12,2,2.7
2000,Marshall 1slands,12,2,1.8
2001,Marshall 1slands,12,2,1.8
2002,Marshall 1slands,12,2,1.8
2003,Marshall 1slands,12,2,0.944311
2004,Marshall 1slands,12,2,1.885016
2005,Marshall 1slands,12,2,53.763744
2006,Marshall 1slands,12,2,1.39037
2007,Marshall 1slands,12,2,1.229658
2008,Marshall 1slands,12,2,1.538052
2009,Marshall 1slands,12,2,1.592222
2010,Marshall 1slands,12,2,3.748133
2011,Marshall 1slands,12,2,3.128735
2012,Marshall 1slands,12,2,9.687501
2013,Marshall 1slands,12,2,0
1992,Micronesia,12,2,2.6
1993,Micronesia,12,2,1.3
1994,Micronesia,12,2,1.4
1995,Micronesia,12,2,1.9
1996,Micronesia,12,2,1.8
1997,Micronesia,12,2,1.4
1998,Micronesia,12,2,1.7
1999,Micronesia,12,2,2.3
2000,Micronesia,12,2,1.8
2001,Micronesia,12,2,2.1
2002,Micronesia,12,2,2.5
2003,Micronesia,12,2,1.701224
2004,Micronesia,12,2,1.884845
2005,Micronesia,12,2,1.501356
2006,Micronesia,12,2,2.842113
2007,Micronesia,12,2,3.468663
2008,Micronesia,12,2,19.831069
2009,Micronesia,12,2,3.373025
2010,Micronesia,12,2,2.899747
2011,Micronesia,12,2,4.640972
2012,Micronesia,12,2,3.698457
2013,Micronesia,12,2,0
1992,Palau,12,2,0.9
1993,Palau,12,2,0.6
1994,Palau,12,2,0.4
1995,Palau,12,2,0.9
1996,Palau,12,2,0.8
1997,Palau,12,2,0.9
1998,Palau,12,2,0.7
1999,Palau,12,2,1.3
2000,Palau,12,2,1.6
2001,Palau,12,2,2.5
2002,Palau,12,2,1.6
2003,Palau,12,2,0.736595
2004,Palau,12,2,1.334372
2005,Palau,12,2,1.173433
2006,Palau,12,2,1.089126
2007,Palau,12,2,1.206801
2008,Palau,12,2,1.049514
2009,Palau,12,2,1.2353
2010,Palau,12,2,1.047497
2011,Palau,12,2,2.257745
2012,Palau,12,2,1.241365
2013,Palau,12,2,0
1992,Nauru,12,2,0
1993,Nauru,12,2,0.3
1994,Nauru,12,2,0
1995,Nauru,12,2,0
1996,Nauru,12,2,0
1997,Nauru,12,2,0
1998,Nauru,12,2,0
1999,Nauru,12,2,0
2000,Nauru,12,2,0.9
2001,Nauru,12,2,0.1
2002,Nauru,12,2,0.1
2003,Nauru,12,2,0.019785
2004,Nauru,12,2,0.042854
2005,Nauru,12,2,0.338359
2006,Nauru,12,2,0.22365
2007,Nauru,12,2,1.187452
2008,Nauru,12,2,0.617469
2009,Nauru,12,2,0.563238
